PROJECT,YEAR,MONTH,DAY,ECOREGION,CLUSTER,PLOT_ID,PLOT_ID_ALT,PLOT_ID_AMERIFLUX,LATITUDE,LONGITUDE,ELEVATION,MAT,MAP,SOIL_DEPTH,SOIL_LAYER,UPPER_DEPTH_OF_SOIL_LAYER,LOWER_DEPTH_OF_SOIL_LAYER,BULK_DENSITY_OF_SOIL_LAYER,CARBON_CONTENT_OF_SOIL_LAYEL,NITROGEN_CONTENT_OF_SOIL_LAYER,PH_OF_SOIL_LAYER,VOLUME_FRACTION_OF_SAND_IN_SOIL_LAYER,VOLUME_FRACTION_OF_SILT_IN_SOIL_LAYER,VOLUME_FRACTION_OF_CLAY_IN_SOIL_LAYER
,,,,,,,,,decimal degree,decimal degree,m,degree C,mm,cm,,cm,cm,kg/m2,gC/m2,gN/m2,,percent,percent,percent
EPA,2001,8,8,Coast Range,Hellion Rapids,67,none,none,44.399,-123.7799,473,10.95,2236,100,top,0,20,100,7490,350,5.33,51,34,15
EPA,2001,8,8,Coast Range,Hellion Rapids,67,none,none,44.399,-123.7799,473,10.95,2236,100,middle,20,50,129,10110,450,5.27,49,36,15
EPA,2001,8,8,Coast Range,Hellion Rapids,67,none,none,44.399,-123.7799,473,10.95,2236,100,bottom,50,100,235,10820,500,5.4,43,34,23
EPA,2001,8,7,Coast Range,Hellion Rapids,68,none,none,44.4465,-123.8595,566,10.42,2404,80,top,0,20,58,4050,120,5.03,64,25,11
EPA,2001,8,7,Coast Range,Hellion Rapids,68,none,none,44.4465,-123.8595,566,10.42,2404,80,middle,20,50,186,6250,200,5.23,56,30,14
EPA,2001,8,7,Coast Range,Hellion Rapids,68,none,none,44.4465,-123.8595,566,10.42,2404,80,bottom,50,100,475,10350,410,5.3,53,31,16
EPA,2001,8,8,Coast Range,Hellion Rapids,69,none,none,44.4213,-123.7759,338,11.04,2342,92,top,0,20,82,4640,170,5.47,51,36,13
EPA,2001,8,8,Coast Range,Hellion Rapids,69,none,none,44.4213,-123.7759,338,11.04,2342,92,middle,20,50,198,6180,260,5.5,43,39,18
EPA,2001,8,8,Coast Range,Hellion Rapids,69,none,none,44.4213,-123.7759,338,11.04,2342,92,bottom,50,100,415,9640,320,5.3,43,37,20
EPA,2001,8,9,Coast Range,Hellion Rapids,70,none,none,44.4758,-123.8605,640,10.59,2286,87,top,0,20,90,5700,210,5.3,60,32,8
EPA,2001,8,9,Coast Range,Hellion Rapids,70,none,none,44.4758,-123.8605,640,10.59,2286,87,middle,20,50,201,6100,220,5.53,55,31,14
EPA,2001,8,9,Coast Range,Hellion Rapids,70,none,none,44.4758,-123.8605,640,10.59,2286,87,bottom,50,100,490,6710,310,5.47,57,31,12
EPA,2001,10,17,Coast Range,Hellion Rapids,71,none,none,44.3983,-123.7938,362,10.67,2263,95,top,0,20,56,8260,300,4.7,60,31,9
EPA,2001,10,17,Coast Range,Hellion Rapids,71,none,none,44.3983,-123.7938,362,10.67,2263,95,middle,20,50,150,8410,380,5.23,41,37,22
EPA,2001,10,17,Coast Range,Hellion Rapids,71,none,none,44.3983,-123.7938,362,10.67,2263,95,bottom,50,100,270,7980,370,5.17,34,38,28
EPA,2001,10,17,Cascades,Blue Mountain,73,none,none,43.6776,-122.916,660,10.4,1416,67,top,0,20,120,11000,430,5.63,41,40,19
EPA,2001,10,17,Cascades,Blue Mountain,73,none,none,43.6776,-122.916,660,10.4,1416,67,middle,20,50,159,12020,470,5.63,30,50,20
EPA,2001,10,17,Cascades,Blue Mountain,73,none,none,43.6776,-122.916,660,10.4,1416,67,bottom,50,100,355,1140,70,6.7,50,38,12
EPA,2001,10,18,Cascades,Blue Mountain,74,none,none,43.7362,-122.9288,476,11.08,1231,82,top,0,20,148,5010,250,5.9,36,42,22
EPA,2001,10,18,Cascades,Blue Mountain,74,none,none,43.7362,-122.9288,476,11.08,1231,82,middle,20,50,327,5610,240,5.67,26,32,42
EPA,2001,10,18,Cascades,Blue Mountain,74,none,none,43.7362,-122.9288,476,11.08,1231,82,bottom,50,100,580,5830,330,5.53,33,17,50
EPA,2001,10,16,Cascades,Blue Mountain,75,none,none,43.6915,-122.9297,586,10.89,1355,64,top,0,20,152,3420,140,6.23,35,40,25
EPA,2001,10,16,Cascades,Blue Mountain,75,none,none,43.6915,-122.9297,586,10.89,1355,64,middle,20,50,306,5810,230,6.47,31,45,24
EPA,2001,10,16,Cascades,Blue Mountain,75,none,none,43.6915,-122.9297,586,10.89,1355,64,bottom,50,100,565,4240,230,6.1,29,46,25
EPA,2001,6,14,Cascades,Blue Mountain,76,none,none,43.6943,-122.8992,824,10.18,1460,82,top,0,20,142,6200,220,5.53,34,44,22
EPA,2001,6,14,Cascades,Blue Mountain,76,none,none,43.6943,-122.8992,824,10.18,1460,82,middle,20,50,255,5200,210,5.47,30,38,32
EPA,2001,6,14,Cascades,Blue Mountain,76,none,none,43.6943,-122.8992,824,10.18,1460,82,bottom,50,100,555,6140,260,5.5,25,38,37
EPA,2001,8,2,Cascades,Blue Mountain,77,none,none,43.7037,-122.9292,868,10.86,1358,74,top,0,20,170,6550,320,5.97,46,36,18
EPA,2001,8,2,Cascades,Blue Mountain,77,none,none,43.7037,-122.9292,868,10.86,1358,74,middle,20,50,366,8010,390,5.7,41,37,22
EPA,2001,8,2,Cascades,Blue Mountain,77,none,none,43.7037,-122.9292,868,10.86,1358,74,bottom,50,100,650,5960,270,5.7,51,34,15
EPA,2001,8,1,Cascades,Blue Mountain,78,none,none,43.7062,-122.9356,716,10.93,1348,50,top,0,20,106,14640,520,5.67,53,35,12
EPA,2001,8,1,Cascades,Blue Mountain,78,none,none,43.7062,-122.9356,716,10.93,1348,50,middle,20,50,117,8700,310,5.83,40,47,13
EPA,2001,8,1,Cascades,Blue Mountain,78,none,none,43.7062,-122.9356,716,10.93,1348,50,bottom,50,100,225,11950,470,6.3,46,42,12
EPA,2001,8,1,Cascades,Emigrant Butte,79,none,none,43.4364,-122.2439,1412,6.6,1722,56,top,0,20,64,5020,150,5.7,70,25,5
EPA,2001,8,1,Cascades,Emigrant Butte,79,none,none,43.4364,-122.2439,1412,6.6,1722,56,middle,20,50,105,4240,170,6.1,74,22,4
EPA,2001,8,1,Cascades,Emigrant Butte,79,none,none,43.4364,-122.2439,1412,6.6,1722,56,bottom,50,100,415,4150,210,6.2,65,30,5
EPA,2001,8,1,Cascades,Emigrant Butte,80,none,none,43.5015,-122.2083,1356,7.18,1691,67,top,0,20,94,5860,250,6.17,70,25,5
EPA,2001,8,1,Cascades,Emigrant Butte,80,none,none,43.5015,-122.2083,1356,7.18,1691,67,middle,20,50,174,6900,310,6.17,70,27,3
EPA,2001,8,1,Cascades,Emigrant Butte,80,none,none,43.5015,-122.2083,1356,7.18,1691,67,bottom,50,100,115,1750,80,6.3,-9999,-9999,-9999
EPA,2001,8,2,Cascades,Emigrant Butte,81,none,none,43.4169,-122.1608,1230,6.4,1705,65,top,0,20,72,2280,40,5.33,74,22,4
EPA,2001,8,2,Cascades,Emigrant Butte,81,none,none,43.4169,-122.1608,1230,6.4,1705,65,middle,20,50,102,1940,50,5.67,78,18,4
EPA,2001,8,2,Cascades,Emigrant Butte,81,none,none,43.4169,-122.1608,1230,6.4,1705,65,bottom,50,100,275,2810,140,6,72,24,4
EPA,2001,7,31,Cascades,Emigrant Butte,82,none,none,43.4991,-122.1899,1488,4.19,1876,81,top,0,20,40,1260,30,5.27,71,24,5
EPA,2001,7,31,Cascades,Emigrant Butte,82,none,none,43.4991,-122.1899,1488,4.19,1876,81,middle,20,50,129,2090,70,5.83,73,24,3
EPA,2001,7,31,Cascades,Emigrant Butte,82,none,none,43.4991,-122.1899,1488,4.19,1876,81,bottom,50,100,140,2440,70,6.03,65,30,5
EPA,2001,7,12,Cascades,Emigrant Butte,83,none,none,43.4263,-122.2342,1366,7.87,1636,53,top,0,20,58,3260,80,6,76,16,8
EPA,2001,7,12,Cascades,Emigrant Butte,83,none,none,43.4263,-122.2342,1366,7.87,1636,53,middle,20,50,126,3800,110,6.07,78,17,5
EPA,2001,7,12,Cascades,Emigrant Butte,83,none,none,43.4263,-122.2342,1366,7.87,1636,53,bottom,50,100,415,4150,210,6.2,76,19,5
EPA,2001,7,12,Cascades,Emigrant Butte,84,none,none,43.4949,-122.1896,1460,4.19,1876,64,top,0,20,76,4250,150,5.57,75,20,5
EPA,2001,7,12,Cascades,Emigrant Butte,84,none,none,43.4949,-122.1896,1460,4.19,1876,64,middle,20,50,135,3240,110,5.87,77,20,3
EPA,2001,7,12,Cascades,Emigrant Butte,84,none,none,43.4949,-122.1896,1460,4.19,1876,64,bottom,50,100,415,4570,210,5.9,80,17,3
EPA,2001,7,12,Cascades,Big Butte Springs,85,none,none,42.5853,-122.4062,1050,9.23,1021,50,top,0,20,220,10170,300,6.13,38,53,9
EPA,2001,7,12,Cascades,Big Butte Springs,85,none,none,42.5853,-122.4062,1050,9.23,1021,50,middle,20,50,354,7440,260,6.23,35,53,12
EPA,2001,7,12,Cascades,Big Butte Springs,86,none,none,42.586,-122.4478,952,9.46,984,50,bottom,0,20,134,9320,290,6.33,49,43,8
EPA,2001,7,12,Cascades,Big Butte Springs,86,none,none,42.586,-122.4478,952,9.46,984,50,top,20,50,345,10020,400,6.5,48,42,10
EPA,2001,7,12,Cascades,Big Butte Springs,87,none,none,42.5601,-122.4966,856,9.64,980,50,middle,0,20,132,5290,160,6.27,44,44,12
EPA,2001,7,12,Cascades,Big Butte Springs,87,none,none,42.5601,-122.4966,856,9.64,980,50,bottom,20,50,396,7570,270,6.47,33,50,17
EPA,2001,7,12,Cascades,Big Butte Springs,88,none,none,42.6231,-122.4367,1046,9.16,1068,87,top,0,20,216,4720,180,6.33,48,40,12
EPA,2001,7,12,Cascades,Big Butte Springs,88,none,none,42.6231,-122.4367,1046,9.16,1068,87,middle,20,50,351,2870,130,6.47,40,44,16
EPA,2001,7,12,Cascades,Big Butte Springs,88,none,none,42.6231,-122.4367,1046,9.16,1068,87,bottom,50,100,675,4190,130,6.3,35,45,20
EPA,2001,7,4,Cascades,Big Butte Springs,89,none,none,42.5791,-122.4414,963,9.48,975,52,top,0,20,184,5530,210,6.43,36,49,15
EPA,2001,7,4,Cascades,Big Butte Springs,89,none,none,42.5791,-122.4414,963,9.48,975,52,middle,20,50,321,5490,210,6.4,31,49,20
EPA,2001,7,4,Cascades,Big Butte Springs,89,none,none,42.5791,-122.4414,963,9.48,975,52,bottom,50,100,645,5480,190,6.7,53,28,19
EPA,2001,7,4,Cascades,Big Butte Springs,90,none,none,42.6025,-122.4755,997,9.39,1043,58,top,0,20,116,6900,220,6,62,28,10
EPA,2001,7,4,Cascades,Big Butte Springs,90,none,none,42.6025,-122.4755,997,9.39,1043,58,middle,20,50,282,5910,230,6.3,56,28,16
EPA,2001,7,4,Cascades,Big Butte Springs,90,none,none,42.6025,-122.4755,997,9.39,1043,58,bottom,50,100,690,13910,580,6.3,51,30,19
EPA,2001,7,3,Klamath Mountains/California High North Coast Range,Grants Pass,91,none,none,42.4875,-123.2612,737,11.51,829,50,top,0,20,146,5620,180,5.97,20,66,14
EPA,2001,7,3,Klamath Mountains/California High North Coast Range,Grants Pass,91,none,none,42.4875,-123.2612,737,11.51,829,50,middle,20,50,159,4100,130,5.97,-9999,-9999,-9999
EPA,2001,6,3,Klamath Mountains/California High North Coast Range,Grants Pass,92,none,none,42.4778,-123.2612,951,11.57,821,50,top,0,20,84,7700,220,5.73,34,49,17
EPA,2001,6,3,Klamath Mountains/California High North Coast Range,Grants Pass,92,none,none,42.4778,-123.2612,951,11.57,821,50,middle,20,50,168,10660,310,5.73,-9999,-9999,-9999
EPA,2001,7,5,Klamath Mountains/California High North Coast Range,Grants Pass,93,none,none,42.4918,-123.2745,771,11.41,842,50,top,0,20,126,7300,170,5.63,25,55,20
EPA,2001,7,5,Klamath Mountains/California High North Coast Range,Grants Pass,93,none,none,42.4918,-123.2745,771,11.41,842,50,middle,20,50,147,5610,130,5.63,-9999,-9999,-9999
EPA,2001,6,5,Klamath Mountains/California High North Coast Range,Grants Pass,94,none,none,42.4789,-123.3002,811,11.89,803,50,top,0,20,120,5510,180,6.17,23,63,14
EPA,2001,6,5,Klamath Mountains/California High North Coast Range,Grants Pass,94,none,none,42.4789,-123.3002,811,11.89,803,50,middle,20,50,144,5250,170,5.83,-9999,-9999,-9999
EPA,2001,6,5,Klamath Mountains/California High North Coast Range,Grants Pass,95,none,none,42.4723,-123.2642,1026,11.57,821,50,top,0,20,120,3810,130,5.8,29,53,18
EPA,2001,6,5,Klamath Mountains/California High North Coast Range,Grants Pass,95,none,none,42.4723,-123.2642,1026,11.57,821,50,middle,20,50,126,2660,90,5.8,-9999,-9999,-9999
